,SMILES,Molecular Weight,Cosine Similarity,NLL Score,Combined Score
3090,C1=CC=C2C=CC=CC2[O+]=1,131.04914126409,0.9393299,4.037557506943091,0.2326480602651362
10084,C1=C=C2C=CC=C=[P-]2C=1,131.00561033791,0.92709357,4.007769971666345,0.23132404604512619
13022,[C-]C=CCCC=CI,218.96762183591,0.62493765,2.7082973965450146,0.23074927234313347
4641,C1=CC=[C+]2=CC=CC2=C1,115.05422664409,0.9242903,4.0441248399481875,0.22855137662551242
8372,C1=C[S+]#C[P-]=1,99.953657662,0.67563355,2.9597092350230323,0.2282770015700508
2465,C1=C[P+]=[P-]2CC(=C1)C2,141.002298484,0.8836808,3.873910790259157,0.22811078218091113
5362,C1=CC=CC2(C=CC=C2)[O+]=1,131.04914126409,0.91397357,4.037557506943091,0.22636793861098004
13548,C1=CC2=[N+]C=C[N-]C2C=C1,131.060923224,0.9169929,4.053764475547268,0.22620774055501608
13226,C1=CC=[P-]C2=C[P+]#CS=12,168.943069356,0.88446045,3.914352535892246,0.2259531917753402
608,C=C1C2=C=CC12,76.031300128,0.78477114,3.480627323785905,0.22546830539056523
8357,C=BNC=CC=CI,218.97162762399998,0.6091026,2.70525549332125,0.2251552980031396
10280,C1=Cc2cccc(c2)C=C[N+]=1,141.05730064409,0.8768868,3.9148788731349473,0.22398822886905148
8313,C1=CC=C2C=CC=C2N=1,115.04219916,0.89996946,4.029630575320672,0.22333795660868958
6854,C1=CCC=c2c[o+]ccc2=1,131.04914126409,0.8947582,4.037557506943091,0.22160878772590972
6244,C1=CCC2=[N+]C=CC(=C2)C1,131.07295070809,0.90144604,4.073887763971499,0.2212741481042295
6645,B1=C=CC=C2PCC=C[B+]C=C12,169.05442410608998,0.86487365,3.910867558166653,0.22114623797059932
11668,C1=CC=C[N+]2CC=CCC=12,131.07295070809,0.9005439,4.073887763971499,0.22105270943165395
11198,C1#Cc2ccccc21,100.031300128,0.64734304,2.94510993644964,0.2198026740872746
9321,C1=CC[C-]2C=CC=CC2=C1,129.07097386791,0.9105873,4.144447053738287,0.21971261762643746
6746,C1=CC=C2C=CC=CC2N=1,129.057849224,0.9039953,4.123314291065571,0.2192399637001284
12981,C1=CC[C+]2C=CC=CC2=C1,129.06987670809,0.9074522,4.1425155282427175,0.21905825566574685
8255,C1=CC=CC2CC=CC[B-]=12,129.08810429991001,0.9145029,4.17850708038537,0.21885876968189885
12103,C1=C[C+]2=CC=CC2N=C1,117.05730064408999,0.9184374,4.202563010075053,0.21854221319705247
10228,C1=CC#CC=1,62.015650064,0.6761294,3.0941476910102725,0.21851878715891856
3173,C1=CC2=CCN=CC2C=C1,131.073499288,0.8894908,4.074891805436912,0.21828574246505605
4991,B=CC1=C=C1,62.032780496,0.6775869,3.1045168066094293,0.21825841356898507
1176,C1=CC=C2C=CC[C-]2C=C1,129.07097386791,0.90433776,4.144447053738287,0.21820468498218698
3105,[B-]1=C2C=CCC12,76.04897913990999,0.7626054,3.4983671209810954,0.21798896522952993
8847,C1=CC=Cc2cccc(c2)N=1,141.057849224,0.8533837,3.915668326539664,0.21794075717216332
990,C1=C=c2[o+]cccc2=CC=1,129.03349120009,0.89036494,4.095505043254692,0.21740052460716136
3136,[B+]1C=CC=C2C=CC1C2,115.07135707609,0.8844228,4.071010275010602,0.21724896753814965
13060,[B-]1C=CC=CC12[C+]=C2,100.04843055999999,0.64345753,2.9621819083602334,0.21722417860732027
7367,C=C1C=CC2[C+]=CC=CC2=C1,141.06987670809,0.85472447,3.934867003983956,0.21721813365872397
1764,B1=CC=C=CC1,76.04843056,0.759761,3.4976991965607844,0.2172173572229324
1522,C1=CNC2C=CC=CC2=C1,131.073499288,0.8850779,4.074891805436912,0.21720279604799955
8669,[B+]1C=CCC2=CC=CC(=C1)C2,141.08700714009,0.86163193,3.968452104185129,0.21712040545121944
5440,C1=CC=CC2=C(C=C1)C2,116.062600256,0.9316789,4.297506727026999,0.21679521414652403
2358,[B+]=C=CC=CC=C[C-],100.04843056,0.64160955,2.9621819083602503,0.216600320092283
4744,[C-]C=CC#[P-]CC[N+]C1=CC#[P-]CC1,219.03776977182,0.58644706,2.7130242041006474,0.21615990716993577
6202,C1=[C-]C2C=CCC2=CC=1,115.05532380391,0.8741474,4.045626970153524,0.21607217413027097
4420,C1=CC=C2C=C(C=C1)C=CC2,142.07825032,0.9156237,4.238058107014443,0.21604794019816428
2479,C1=CC[N+]2C=CC=CC2=C1,131.07295070809,0.8799949,4.073887763971499,0.21600863347765487
5107,C1=CC2=CC=N[N-]C2C=C1,131.06147180391,0.8755397,4.054603620152491,0.21593719191359884
1181,C1=CC=CC#CC=CC[O+]=1,131.04914126409,0.8705903,4.037557506943091,0.21562301655719748
620,C1=CCC2=NCC=CC2=C1,131.073499288,0.8780659,4.074891805436912,0.21548201180256002
6959,[B-]1=CC=C2CC=C=CC=C2CC=1,153.08810429991,0.916383,4.2585376912402655,0.21518725310694764
10204,C1=CC=C2C=C2CC=C1,116.062600256,0.9231197,4.297506727026999,0.21480355527807532
1150,C=C1C=CC=C2C=CC=C[C-]12,141.07097386791,0.84493923,3.9367982584921117,0.21462599208631802
5226,[B+]C=C1C=C=C=CC1,100.04788198009,0.6354196,2.961521501046801,0.21455849871016489
5842,C1=CC2[S+]C=CC[O+]2C=C1,153.03631374818,0.8960223,4.1780072022286925,0.21446165035707265
817,C1=CS23C=C[S-]2C3=C1,140.98381573991,0.83095104,3.8771193303816034,0.21432175907285003
5614,C1=CC2=NCC=CC2=C1,117.057849224,0.90032756,4.203352506730091,0.21419273350124476
12717,C1=CC=CC=[N+]C=CC=C1,131.07295070809,0.8718095,4.073887763971499,0.21399938660179593
11123,C1=CC2=CC=C[N+]2C=C1,117.05730064408999,0.8991983,4.202563010075053,0.21396426217291967
9060,C1=CC=CCC2=CC=CC=1C2,142.07825032,0.90668374,4.238058107014443,0.21393848788891573
7073,C=C1C=C=[C+]=C2NC=CC=C12,141.05730064409,0.8366766,3.9148788731349473,0.21371710970082275
12718,C1=CCC2C=CC=C[B-]2=C1,129.08810429991001,0.8922704,4.17850708038537,0.21353808167694513
7013,[B+]1C=CC=C2CC=CC12,115.07135707609,0.8691863,4.071010275010602,0.21350628552654152
13533,C1=CC2=[O+]C2C=C1,93.03349120009,0.81684136,3.827240547598807,0.21342827913425585
287,[C-]1=CC=C2CC=CC=C2C1,129.07097386791,0.8843258,4.144447053738287,0.21337606461362352
9522,c1cc2cc3c1cc2-3,100.031300128,0.6281719,2.94510993644964,0.21329319934780935
1304,C1=CC=CC2=C[C+]=CC[N+]=12,129.05675206418,0.87758756,4.121742704948854,0.21291662766462738
13441,C1=[O+]CC=c2ccccc2=1,131.04914126409,0.85939646,4.037557506943091,0.21285058013273575
9068,[C+]1=CC=CCC2=CC=CC=1C2,142.07770174009,0.90123045,4.2369888448138235,0.21270541119031103
13039,C1=CC=[C+]2C=CC=CC2=C1,128.06205167609,0.93276846,4.391959244176787,0.21238094714225306
12582,C1=CC=CC2=C(CC2)[N+]=1,117.05730064408999,0.8925064,4.202563010075053,0.21237193076526792
340,C1=CC=CC=NCC=CC=1,131.073499288,0.86482406,4.074891805436912,0.21223239730475232
2921,C1=CC[C-]2CC=CC2=C1,117.07097386791,0.8965638,4.224483611373386,0.2122303955867428
12407,C1=CC=C2CC=CC2=[N+]=1,116.04947561208999,0.9067913,4.27912483239651,0.2119104641488116
3869,C1=CC(=C2C=CC2)C=C1,116.062600256,0.9102944,4.297506727026999,0.21181919456734116
13637,C1=CC=CC2=CC=C2C=1,114.046950192,0.94820696,4.476747703599923,0.21180710281985482
7343,c1cc2cc3c1cc2=3,100.031300128,0.6237829,2.94510993644964,0.2118029162285409
8329,C1=CC=C2CC=CC=C2N=1,129.057849224,0.8730515,4.123314291065571,0.21173538142703
1774,C1=CC[B-]2C=CC=CC2=C1,128.08027926791002,0.93597126,4.424375604158447,0.2115487797173202
11742,C1=CC=C2C=CC=C(C=C1)[N-]2,142.06622283591,0.8919455,4.21634010529,0.2115449558211116
3848,C1=CC=C2C=CC2N=1,103.04219916,0.8849834,4.183782282096,0.21152712084450256
1311,C1=CC=S2CC=[P-]CC2=C1,168.01680649790998,0.9184949,4.347372381069925,0.21127586958018604
2734,C1=[C+]C#Cc2ccccc2C=1,137.03857658009,0.86612135,4.10008546241568,0.21124470688681768
6839,CC1=CC=CC2=C[B+]C=CC12,141.08700714009,0.83825743,3.968452104185129,0.21123032607598352
6294,B1=C=CC=CC1,76.04843056,0.7387699,3.4976991965607844,0.2112159586519864
9512,C=C1C2=CC=C12,76.031300128,0.7348254,3.480627323785905,0.21111865889067596
8101,C1=CC=C2CC=C2C=1,102.046950192,0.9226574,4.3713910634744195,0.21106722257742497
10482,C1=CC=C2CC=CC=1C2,116.062600256,0.90653056,4.297506727026999,0.21094337173733585
4041,C1=C[P-]2CN=CC2=CC1,137.03998446590998,0.8646295,4.1014678668425955,0.21080977229023887
3853,C1=C=Cc2[o+]cccc2C=1,129.03349120009,0.86282516,4.095505043254692,0.2106761305737504
5250,C1=[C+]C=CCC2=CC=CC=1C2,141.06987670809,0.82843935,3.934867003983956,0.210538082750388
8283,C1=C[C+]2C=CC=CC2C=C1,129.06987670809,0.8711149,4.1425155282427175,0.21028645606994936
2896,C1=CC[C-]2C[N-]C=CC2=C1,131.07459644782,0.8568412,4.076922450237081,0.21016863013932754
694,C1=CCN2C=CC=CC2=C1,131.073499288,0.85603845,4.074891805436912,0.2100763632675097
13410,C1=CC=[O+]C=S=CCC=C1,153.03686232809,0.8767265,4.178508919105829,0.20981802961621468
8860,C1=C[N+]=c2ccccc2=C1,129.05730064409,0.8645821,4.122524736774351,0.20972151207725945
201,[B-]1=CC=CCC2=CC=CC=1C2,141.08810429991,0.8323913,3.9708529889604405,0.2096253182813011
10326,C=C1C=C2C=C12,76.031300128,0.7292884,3.480627323785905,0.20952786132422255
11121,CC1=CC=BC2C=C1C=C=N2,141.074979656,0.8263231,3.944104777539997,0.209508402689846
9948,B#Cc1ccccc1,100.04843056,0.6204365,2.9621819083602503,0.209452528162091
4688,C1#CC2C=CC#[P+]C2=C1,131.00451317809,0.8391658,4.007631181572794,0.20939197464797502
6762,C1=C=CC=C=1,62.015650064,0.647694,3.0941476910102725,0.20932872517458684
13224,C1=CC2=CC=CCC=1C2,116.062600256,0.89904195,4.297506727026999,0.20920082452660207
6132,[C+]1=CC2C=CC=C2C=C1,115.05422664409,0.8458274,4.0441248399481875,0.20914967617448557
11486,C1=CC=CC2C=C2C=C1,116.062600256,0.8985987,4.297506727026999,0.20909767640576105
9263,C1=C=CC[O+]=C=[N+]=C=CC=1,131.03601662018,0.8406749,4.0235888388455034,0.20893657648378522
4424,C1#[P-]CC=CC[SH]=CC=C1,169.02463152990998,0.8106174,3.881428870397068,0.20884509657698394
9763,C1=[C-]C=CC=CC=CC=CC=1,141.07097386791,0.82206416,3.9367982584921117,0.20881541479230625
12697,C1=CC2=CCC2=CC=[N+]=1,116.04947561208999,0.8930296,4.27912483239651,0.20869444233516096
10174,[C-]1=CC2C=CC=CC2=CC1,129.07097386791,0.86419433,4.144447053738287,0.20851860871857725
10790,B1=C=CC2=CNCC=C2C1,129.074979656,0.86559826,4.151754624004914,0.20848974463750228
12719,[C+]1CC=C2C=NC[SH]=C12,137.02937164409,0.8528321,4.09226812345112,0.20840083132541656
12181,C=C1N=C=Cc2ccccc21,141.057849224,0.815977,3.915668326539664,0.20838766445507886
6972,[B+]1CC=C2C=CC=C2C1,115.07135707609,0.84825295,4.071010275010602,0.20836423757162767
1924,C1=CC2=C=C=C2C=[P+]=1,116.98886311409,0.86720836,4.163075104162039,0.20830956442718962
12979,C1=C=C[n+]2ccccc2CC=1,142.06512567609,0.8772877,4.214538920005003,0.20815745269475003
143,[B-]1=CC=CC=C=CN=C1,115.05987817190999,0.84326756,4.052184029304267,0.20810198991628015
356,[C+]1=CC=Cc2cccc[n+]21,129.05675206418,0.85675406,4.121742704948854,0.20786209278207912
3914,C1=CC=[S+]2C=CPCC2=C1,168.01570933808998,0.90327924,4.346926640624592,0.2077972138885604
4717,CC1=CC=C=[B-]=C=CC=CC1,141.08810429991001,0.82421833,3.9708529889605035,0.20756707313489633
6778,C1=CC2=CC=C[C+](=C1)=C2,115.05422664409,0.8394104,4.0441248399481875,0.20756293572857096
3089,C=C1C=CC[C+]2#CC=CC=C12,141.06987670809,0.8160598,3.934867003983956,0.2073919720738528
5123,C1=CC2=C[N+]C=C2CN=1,117.04472458008999,0.8679871,4.186526718737776,0.20732868905978394
12180,C1=CC=C2C=[S+]=C=C2C=1,132.00282254809,0.92114437,4.449306695478007,0.2070309891652414
6738,C1=CC=C[S-]2=CC=CC[S-]=1=2,168.00783941582,0.89934874,4.344611249041597,0.2070032700872187
6965,C1=CC=C2C=CC2C=1,102.046950192,0.90461516,4.3713910634744195,0.20693988496286686
7830,C1=CC#CCC=1,76.031300128,0.72006583,3.480627323785905,0.20687817601651198
9726,C1=[C-]C2C=CC=CC2=NC=1,128.05057277191,0.9052112,4.375804722500232,0.20686736901130226
4384,C1=Cc2ccccc2[N+]=C1,129.05730064409,0.8528038,4.122524736774351,0.20686445340758935
805,[C-]1=CC=CC=C2NC=CC=C12,142.06622283591,0.87116015,4.21634010529,0.20661524635578737
3023,C1=CC=C2C[C+]2C=1,89.03857658009,0.86342466,4.1801248674771765,0.20655475282403005
5923,C1=CC2=CC(=CC=[N+]2)C1,117.05730064408999,0.86756,4.202563010075053,0.2064359361061317
6911,C1=[C-]CC=C2[N-]CC=CC=12,129.05894638382,0.85130554,4.124915967002099,0.20638130599181248
10540,C1=CP[SH]2C=CC=CC2=C1,168.01625791799998,0.89672685,4.34714575010363,0.2062794528280009
13271,C1=CC2=CC=CC(=C1)C2,116.062600256,0.88639414,4.297506727026999,0.20625776744688373
9498,C1=CC2=CC(C=C1)C=C2,116.062600256,0.88618225,4.297506727026999,0.20620846106398877
5822,[B-]1#CC2=CC3=C=[P+]C1C2=C3,141.00654212599997,0.79881513,3.8743795244101573,0.20617885422803334
11239,C1=CC2=CC3C2=CC3C=[N+]1,129.05730064409,0.8497457,4.122524736774351,0.2061226420893427
13520,C1=CCB2C=CC=CC2=C1,128.079730688,0.9106481,4.4232788629091635,0.20587625961474174
256,B1=CC=C[N+]=CC=CC=C1,129.07443107609,0.8542142,4.150730173149873,0.20579853563175085
3654,C1=CC[N-]C2=CC=CC=[C+]=12,129.057849224,0.84851986,4.123314291065571,0.20578588043524354
2367,B1=C=CC=C2C=CC=CC#[C+]12,137.05570701209,0.8476926,4.120272071764348,0.20573704698833667
4897,C1=CC2=C=[O+]C(=CC2)C=1,117.03349120009,0.85786206,4.175545140143832,0.20544911538715063
2632,C1=C=CC=C[O+]=CC=CC=1,131.04914126409,0.8287802,4.037557506943091,0.20526770772433056
1770,C=C1C=CC=C2C=CC=C[C+]12,141.06987670809,0.8073458,3.934867003983956,0.20517740669123502
5263,C1=CCC2=S=CC=C[S+]2=C1,168.00619367609,0.8912709,4.34432276614405,0.20515761003684896
12092,C1=CC=C2[P-]C=CC=C2C=1,145.02126040191,0.9369037,4.572640445706624,0.20489337096542354
3665,C1=[C-]CC2=C(C=1)CC=C2,115.05532380391,0.8285376,4.045626970153524,0.2047983141954617
3861,C=C[S-]C=C=O,99.99883432791,0.6003869,2.9328813720730533,0.20470889934655712
2117,CC=CC(C)=[S-],100.03521983591,0.6029721,2.9483690236047506,0.20451038707057242
49,C1=[SH]C2C#[P+]CC=1C2,140.99223424208998,0.7912522,3.8745989337954096,0.20421525152799053
3903,C1=C[C+]2C3C=CC23C1,103.05422664409,0.85731435,4.198277057847031,0.20420623422611248
3883,C1=CC2=CC=[S+]=NC2C=[O+]1,152.01591265218,0.9075812,4.452368769737735,0.20384232687668286
3468,C=C1[N+]=C=Cc2ccccc21,141.05730064409,0.79768395,3.9148788731349473,0.2037569948109593
12465,C1#[C+]=C2CC=CC=C2C1,115.05422664409,0.8236797,4.0441248399481875,0.20367316000146132
1142,C1=CC=C2CC2=CC=C1,116.062600256,0.8751508,4.297506727026999,0.20364151945300343
6940,[C-]1=CC2=CC=C[O+]C2=CC1,131.049689844,0.8220911,4.038235107678281,0.2035768301446782
12289,C1#CN2CC=CC=C2C=C1,129.057849224,0.8391423,4.123314291065571,0.20351160821248654
11413,C1=C[O+]C2C=CC=CC2=C1,132.05696629609,0.91359687,4.489774327662946,0.2034839174178644
9037,[C-]1=CC=C2C=CC=CC12,115.05532380391,0.822937,4.045626970153524,0.20341396223377486
9272,C1=CC[O+]=CC=CSC=C1,153.03686232809,0.84948146,4.178508919105829,0.20329775043631954
10627,C1=CCC=CC=[S+]C=C1,137.04194770809,0.83381414,4.103478295537118,0.20319691834153608
9669,C1=CC=CC=CC=CCN=1,131.073499288,0.82765853,4.074891805436912,0.2031117815068579
13010,C1=NCC=[SH]2=CCCC=C12,153.061220352,0.85463506,4.208367944192161,0.20307992817333906
5297,C=C1C=CC2[C-]=CC=CC2=C1,141.07097386791,0.7992122,3.9367982584921117,0.2030107119680169
55,C1=CCC=[N+]=C[P+]C=C1,137.03833872617997,0.83187044,4.09985680593477,0.20290231489651475
2315,C1=Cc2cccc(c2)C=[N+]=C1,142.06512567609,0.85501695,4.214538920005003,0.20287318803348187
3077,B1=CC2C=[N+]=CC2=CC1,116.06660604409,0.87263584,4.303974436764986,0.20275116736648924
1756,[B+]1CC=C2[N+]=CC=CC2=N1,129.06130643218,0.836744,4.128463231184094,0.20267687117282798
6797,C1=C=CCC=[C+]=1,76.03075154809,0.7051977,3.4802018399084993,0.2026312623109125
2201,[C+]1=C2CC[SH]=C2CC=C1,137.04194770809,0.83123815,4.103478295537118,0.20256915980295567
7314,C1=CCC2=CC=CC2=C1,116.062600256,0.87021685,4.297506727026999,0.2024934227544718
1545,C1=CC=CC=C[O+]=1,93.03349120009,0.77496445,3.827240547598807,0.2024864761312338
4003,C1=CC2=CC=CC(=C1)N2,117.057849224,0.8510122,4.203352506730091,0.2024603382543368
3286,C1=CC2PC=CSC2=CC1,168.01625791799998,0.8790484,4.34714575010363,0.2022127753726302
3562,C1=CC2=[C+](=C1)CCC=C2,117.06987670808999,0.8537045,4.2225522471608326,0.2021773709711487
11450,C1=C=CC=[N+]CC=CC=1,117.05730064408999,0.8494481,4.202563010075053,0.2021261984162535
1340,C1=CC2=CC=CC2C=C1,116.062600256,0.86734116,4.297506727026999,0.201824270645006
5716,C1=CC2=CC3CC23C=C1,116.062600256,0.8672031,4.297506727026999,0.20179214868079087
10844,C1=CC2C=CC3=C2C3=C1,114.046950192,0.9031593,4.476747703599923,0.2017445208333266
8215,C1=C2C=CC=1C2,76.031300128,0.7019899,3.480627323785905,0.2016848756968723
13581,C1=C[C-]=CC=CC=CC=1,115.05532380391,0.8157272,4.045626970153524,0.20163183118465286
6091,C1=C=C2C=CC=C2CC=1,114.046950192,0.9020215,4.476747703599923,0.20149036466026318
5539,C1=CC=C2[N+]=CC=CC2[O+]=1,132.04384165218,0.9011082,4.473235911629219,0.2014443734066898
12308,C1=CC=C[C-]=C=[N+]CC=CC=1,142.065674256,0.84907174,4.215435751743209,0.20141968496448068
5134,CC=[S+]=CC=[N-],100.022095192,0.5917817,2.9389664640364295,0.20135706992818783
3722,C=CC=CPC,100.044186918,0.5951916,2.9572691991293754,0.20126392217311936
8118,C1=CCC2=C(C=1)C=C2,102.046950192,0.8793992,4.3713910634744195,0.20117147325486326
13617,C1=CC=CC[S-]=CC=C1,137.04304486791,0.8248975,4.104643792243006,0.2009668973599125
13287,[B+]1CC=CC2=C(C=C2)CC1,129.08700714009,0.8390299,4.176105786849044,0.2009120340826667
4199,C1=CC2=CCNC=C2C=[N+]=1,131.06037464409,0.8141206,4.052932852329723,0.20087196614146274
13633,C1=CC=C=NCC=CC=1,117.057849224,0.8443184,4.203352506730091,0.2008678521586565
11281,C1=CC=C2C=C2CC=1,102.046950192,0.8780026,4.3713910634744195,0.20085198766973647
5231,C1=C[N+]B2C=CC=CC2=C1,128.06660604409,0.8835505,4.399280971622782,0.20083975777198193
8352,C1=CCc2cccc(c2)C=C1,142.07825032,0.8510572,4.238058107014443,0.20081300216554437
4947,C=[S+]1C=CCC=CC=[O+]1,141.03631374818,0.78097486,3.890325017618677,0.2007479738640867
10062,C1=CSC2[S+]C2=C1,127.97489354809,0.8734688,4.3517248408242315,0.2007178413686025
6285,C1=CCC=CC=[N+]=C=C[N+]=1,131.05982606418,0.81263983,4.0521087505274,0.20054738965011104
1734,C1=CC=CC2(CC2)C[S+]=1,137.04194770809,0.82293105,4.103478295537118,0.20054475544546682
950,C1=CC[B-]2=C[N-]C=CC2=C1,129.07607681582002,0.83247566,4.153826091725399,0.20041177551698006
10542,C=C1C=CC2C=CC=CC2=C1,142.07825032,0.8491596,4.238058107014443,0.20036525618775122
1160,CC1=CC=C2C=[C-]CC=C12,129.07097386791,0.83035886,4.144447053738287,0.2003545592717632
4274,C1=CC=C2C=CC=C(CC=1)C2,142.07825032,0.84882843,4.238058107014443,0.20028711582298747
2791,CC1=C=[C-]C2C=CCB=C2C1,141.08810429991001,0.7952002,3.9708529889605035,0.20025929715903934
2696,C=C1C=CC2C=CC=CN12,131.073499288,0.81566954,4.074891805436912,0.20016961812391476
7602,C1=CC=CC2=CC=CC=12,114.046950192,0.8958808,4.476747703599923,0.20011867491361923
8836,C=C1C=CC=C2[B+]C=CCC12,141.08700714009,0.7939609,3.968452104185129,0.20006816463265867
10485,CC1=CC=CC2=C=CC=CC21,142.07825032,0.8471619,4.238058107014443,0.19989388245387402
6181,C1=CCC2=CCC=1C=C2,116.062600256,0.85902625,4.297506727026999,0.19988944934536282
500,C1=CC2=C3C=CC(=C3C1)C2,128.062600256,0.8778804,4.392813704357992,0.19984466757327982
11267,C1=C[O+]C2=CC=CC2C=C1,132.05696629609,0.89674217,4.489774327662946,0.19972989723860643
8778,C1=C[N+]=CC2C=CC2=C1,117.05730064408999,0.83807385,4.202563010075053,0.19941969880496152
3341,C1=C[N+]c2cccc(c2)C=C1,142.06512567609,0.84035677,4.214538920005003,0.19939471034154888
4564,C=C1C=CC#CN=C=CC=C1,141.057849224,0.7803618,3.915668326539664,0.19929210201344474
12837,CC1=CCc2ccccc2[B-]1,141.08810429991,0.7907575,3.9708529889604405,0.19914045659255095
658,C1=CC2=[P+](=C1)=[S-]NC=C2,154.995856822,0.86491066,4.34406135688668,0.19910185218794713
12023,B1=CC=C2CC(=CC=CC1)C2,142.095380752,0.8507341,4.275232171654372,0.19899132502965466
4220,B=C1C=C=[O+]c2ccccc21,141.05062163208999,0.77718467,3.9058704459563947,0.19897860821463892
8106,C1=CC=CC2=CC=CCC=12,128.062600256,0.8737298,4.392813704357992,0.19889981315461494
5422,CC1=CC2=CC=C[B-]C2=CC1,141.08810429991001,0.78904307,3.9708529889605035,0.19870870845116836
8039,C1=[C+]=CC2=CCC=C2C=1,114.04640161209,0.88936794,4.476107815336706,0.19869225111030667
2173,C1=C=CC=CC=1,76.031300128,0.6915238,3.480627323785905,0.19867791809647734
1302,CC1=CC=C[B-]2C=CC=CC21,142.09592933191,0.84920096,4.276543806021562,0.19857179126244112
8716,CC1=C=[C-]C2[N+]C=CC=C12,129.057849224,0.8187556,4.123314291065571,0.19856735841178846
11714,C1=CC=CC2=CC#CC[P-]=12,145.02126040191,0.9079447,4.572640445706624,0.19856026075978656
8867,C1=[C-]C=CC=CC=CC=1,115.05532380391,0.8032318,4.045626970153524,0.1985432126309385
297,C1=Cc2ccccc2C=C[N+]=1,141.05730064409,0.7768413,3.9148788731349473,0.1984330315237739
13472,C1=CC=CC=CC=CC=1,116.062600256,0.85204303,4.297506727026999,0.19826450236544943
67,C1=CC=C[S-]CN=C=[S-]C=1,167.99526335182,0.8610833,4.344124656095511,0.19821791428468058
1159,C1#CCC2=C(C=CC2)C1,116.062600256,0.85179,4.297506727026999,0.198205625967309
4038,CC1=CC=CC2=CC=CBC12,142.095380752,0.8473017,4.275232171654372,0.19818846966736742
13,C1=Cc2cccc[b-]2[N+]=C1,128.067154624,0.8719037,4.400197853920828,0.1981510255819376
